code	name	municipality	population	lat	lon
1752584	New Lenox	17197	28893	41.50957	-87.970555
1753000	Niles	17031	30443	42.027862	-87.809973
1753234	Normal	17113	53275	40.52014	-88.992234
1753481	Northbrook	17031	34744	42.128745	-87.835162
1753559	North Chicago	17097	34050	42.316696	-87.859201
1754638	Oak Forest	17031	26792	41.60668	-87.753299
1754820	Oak Lawn	17031	56450	41.713885	-87.752777
1754885	Oak Park	17031	52823	41.887164	-87.78994
1755249	O'Fallon	17163	32656	38.600006	-89.915402
1756640	Orland Park	17031	57954	41.608145	-87.85929
1756887	Oswego	17093	39948	41.684708	-88.336079
1757225	Palatine	17031	65842	42.116467	-88.044361
1757875	Park Ridge	17031	38463	42.011762	-87.843434
1758447	Pekin	17179	31277	40.568757	-89.625115
1759000	Peoria	17143	110920	40.751645	-89.617205
1760287	Plainfield	17197	50043	41.629436	-88.245648
1762367	Quincy	17001	38918	39.933675	-91.379304
1765000	Rockford	17201	147384	42.2593	-89.063478
1765078	Rock Island	17161	36225	41.469444	-90.585307
1765442	Romeoville	17197	41281	41.627783	-88.101237
1766703	St. Charles	17089	33594	41.919447	-88.310743
1768003	Schaumburg	17031	77249	42.028423	-88.084745
1770122	Skokie	17031	66544	42.03597	-87.739994
1770720	South Elgin	17089	25656	41.990254	-88.314285
1772000	Springfield	17167	112989	39.791063	-89.644572
1773157	Streamwood	17031	38277	42.020586	-88.177771
1775484	Tinley Park	17031	55140	41.566802	-87.802643
1777005	Urbana	17019	39719	40.110126	-88.197323
1777694	Vernon Hills	17097	26825	42.234407	-87.961064
1779293	Waukegan	17097	87940	42.369447	-87.870898
1780060	West Chicago	17043	25296	41.895343	-88.220469
1781048	Wheaton	17043	54065	41.856833	-88.108126
1781087	Wheeling	17031	38391	42.127723	-87.921
1782075	Wilmette	17031	27459	42.077323	-87.728621
1783245	Woodridge	17043	34028	41.737392	-88.04413
1783349	Woodstock	17111	25740	42.30946	-88.435291
1784038	Yorkville	17093	26730	41.661736	-88.428596
1801468	Anderson	18095	56153	40.089766	-85.689449
1802908	Avon	18063	25350	39.760713	-86.394145
1805860	Bloomington	18105	83307	39.1637	-86.524264
1808416	Brownsburg	18063	34089	39.834436	-86.385693
1810342	Carmel	18057	105634	39.965479	-86.148369
1814734	Columbus	18005	52655	39.207252	-85.922011
1816138	Crown Point	18089	35616	41.409108	-87.34695
1819486	East Chicago	18089	25610	41.64813	-87.452885
1820728	Elkhart	18039	54092	41.695214	-85.955432
1822000	Evansville	18163	116176	37.987737	-87.534705
1823278	Fishers	18057	104812	39.96183	-85.968364
1825000	Fort Wayne	18003	275203	41.088193	-85.142791
1825450	Franklin	18081	26743	39.495561	-86.050219
1827000	Gary	18089	67289	41.59074	-87.347113
1828386	Goshen	18039	34525	41.573899	-85.830325
1829520	Greenfield	18059	26544	39.793283	-85.772548
1829898	Greenwood	18081	69349	39.603372	-86.105227
1831000	Hammond	18089	75712	41.619794	-87.49468
1834114	Hobart	18089	29298	41.51353	-87.276399
1836003	Indianapolis	18097	901116	39.776664	-86.145935
1838358	Jeffersonville	18019	54134	38.33583	-85.698968
1840392	Kokomo	18067	59999	40.465267	-86.127348
1840788	Lafayette	18157	71238	40.399524	-86.862782
1842426	Lawrence	18097	50420	39.865956	-85.989646
1846908	Marion	18053	28234	40.549986	-85.66042
1848528	Merrillville	18089	37407	41.472687	-87.31807
1848798	Michigan City	18091	31338	41.708776	-86.866875
1849932	Mishawaka	18141	51226	41.676606	-86.165356
1851876	Muncie	18035	65466	40.198826	-85.395059
1852326	New Albany	18043	37463	38.312179	-85.823987
1854180	Noblesville	18057	76111	40.035299	-86.000163
1860246	Plainfield	18063	38574	39.693147	-86.372526
1861092	Portage	18127	38634	41.58849	-87.179456
1864260	Richmond	18177	35376	39.832086	-84.890917
1868220	Schererville	18089	29825	41.485177	-87.443395
1871000	South Bend	18141	103201	41.676643	-86.268809
1875428	Terre Haute	18167	58764	39.464152	-87.376036
1878326	Valparaiso	18127	35177	41.479812	-87.052273
1882700	Westfield	18057	66258	40.03673	-86.155485
1882862	West Lafayette	18157	45747	40.443707	-86.923616
1886372	Zionsville	18011	33624	39.991538	-86.321762
1901855	Ames	19169	68220	42.025725	-93.622491
1902305	Ankeny	19153	77833	41.733637	-93.599424
1906355	Bettendorf	19163	40710	41.567047	-90.477035
1911755	Cedar Falls	19013	41240	42.51907	-92.454009
1912000	Cedar Rapids	19113	137935	41.964226	-91.679164
1916860	Council Bluffs	19155	62680	41.236147	-95.853393
1919000	Davenport	19163	100358	41.55682	-90.603948
1921000	Des Moines	19153	212086	41.57259	-93.610243
1922395	Dubuque	19061	59148	42.498901	-90.707258
1938595	Iowa City	19103	76229	41.655654	-91.530863
1939765	Johnston	19153	25065	41.69195	-93.724456
1949485	Marion	19113	42732	42.044596	-91.58616
1949755	Marshalltown	19127	27536	42.0343	-92.906266
1950160	Mason City	19033	26853	43.147762	-93.200403
1960465	Ottumwa	19179	25319	41.022251	-92.423263
1973335	Sioux City	19193	86356	42.49538	-96.389495
1979950	Urbandale	19153	48570	41.636656	-93.779889
1982425	Waterloo	19013	66919	42.492327	-92.351947
1982695	Waukee	19049	34890	41.59048	-93.882818
1983910	West Des Moines	19153	74224	41.549937	-93.781351
2017800	Derby	20173	26606	37.559529	-97.255712
2018250	Dodge City	20057	27653	37.760677	-100.018438
2025325	Garden City	20055	27402	37.975876	-100.850884
2025425	Gardner	20091	26154	38.809322	-94.920513
2033625	Hutchinson	20155	39595	38.064237	-97.908629
2036000	Kansas City	20209	157805	39.122539	-94.741781
2038900	Lawrence	20045	96367	38.959551	-95.265468
2039000	Leavenworth	20103	37012	39.322717	-94.925013
2039075	Leawood	20091	34093	38.907263	-94.62524
2039350	Lenexa	20091	60506	38.965268	-94.803937
2044250	Manhattan	20161	54673	39.188307	-96.605864
2052575	Olathe	20091	150025	38.87983	-94.820044
2053775	Overland Park	20091	203677	38.889042	-94.690584
2062700	Salina	20169	46094	38.810675	-97.614617
2064500	Shawnee	20091	69848	39.017491	-94.805806
2071000	Topeka	20177	125795	39.034673	-95.696191
2079000	Wichita	20173	400987	37.689344	-97.348353
2108902	Bowling Green	21227	78505	36.976832	-86.433661
2117848	Covington	21117	41847	39.035109	-84.519648
2124274	Elizabethtown	21093	35448	37.698686	-85.876689
2127982	Florence	21015	34018	38.993405	-84.648186
2128900	Frankfort	21073	28657	38.194966	-84.865877
2130700	Georgetown	21209	40883	38.259831	-84.535089
2135866	Henderson	21101	27822	37.837649	-87.579666
2137918	Hopkinsville	21047	30411	36.839284	-87.473544
2139142	Independence	21117	30198	38.957442	-84.547372
2146027	Lexington-Fayette	21067	329751	38.040638	-84.458238
2148006	Louisville	21111	641962	38.165376	-85.647377
2156136	Nicholasville	21113	33857	37.89226	-84.565647
2158620	Owensboro	21059	60892	37.757172	-87.117398
2158836	Paducah	21145	26730	37.070892	-88.644477
2165226	Richmond	21151	40663	37.729145	-84.299364
2200975	Alexandria	22079	42938	31.293449	-92.470189
2208920	Bossier City	22015	63259	32.523674	-93.655426
2213960	Central	22033	30313	30.559305	-91.035507
2236255	Houma	22109	31735	29.578637	-90.707901
2239475	Kenner	22051	65136	30.010227	-90.25482
2241155	Lake Charles	22019	82676	30.19902	-93.210835
2251410	Monroe	22073	46860	32.518986	-92.07718
2254035	New Iberia	22045	26533	30.005493	-91.820307
2255000	New Orleans	22071	362154	30.052877	-89.934502
2270000	Shreveport	22017	175902	32.466879	-93.792193
2270805	Slidell	22103	28341	30.288913	-89.782926
2302060	Auburn	23001	25441	44.084537	-70.249649
2302795	Bangor	23019	32518	44.829625	-68.788767
2338740	Lewiston	23001	38866	44.089325	-70.172051
2360545	Portland	23005	69911	43.633157	-70.185305
2371990	South Portland	23005	27007	43.631402	-70.285989
2401600	Annapolis	24003	40634	38.97216	-76.505334
2404000	Baltimore	24510	569997	39.300061	-76.610518
2408775	Bowie	24033	58383	38.954703	-76.738834
2418750	College Park	24033	35418	38.996692	-76.936407
2430325	Frederick	24021	92059	39.438528	-77.411687
2431175	Gaithersburg	24031	71113	39.148601	-77.195131
2436075	Hagerstown	24043	44228	39.637986	-77.723252
2445900	Laurel	24033	30254	39.095026	-76.861096
2467675	Rockville	24031	67563	39.083666	-77.155585
2469925	Salisbury	24045	33845	38.375198	-75.586555
2500840	Agawam Town	25013	28783	42.063581	-72.653586
2501370	Amherst Town	25015	40920	42.363534	-72.507291
2502690	Attleboro	25005	47447	41.931653	-71.294503
2503690	Barnstable Town	25001	50101	41.661096	-70.356455
2505595	Beverly	25009	43363	42.556659	-70.84496
2507000	Boston	25025	672973	42.332735	-71.013513
2507740	Braintree Town	25021	38957	42.206188	-71.00232
2508130	Bridgewater Town	25023	29309	41.972376	-70.978773
2509000	Brockton	25023	106134	42.082925	-71.025349
2511000	Cambridge	25017	122588	42.376043	-71.11868
2513205	Chelsea	25025	40130	42.396824	-71.031348
2513660	Chicopee	25013	55310	42.175678	-72.571777
2521990	Everett	25017	53572	42.405938	-71.054649
2523000	Fall River	25005	95298	41.718593	-71.092943
2523875	Fitchburg	25027	42136	42.601898	-71.815705
2524960	Framingham	25017	73021	42.307905	-71.436196
2525172	Franklin Town	25021	33955	42.08458	-71.410503
2526150	Gloucester	25009	30627	42.627984	-70.685026
2529405	Haverhill	25009	68361	42.782945	-71.087436
2530840	Holyoke	25013	38023	42.211658	-72.642448
2534550	Lawrence	25009	89320	42.700273	-71.161357
2535075	Leominster	25027	44194	42.520876	-71.770611
2537000	Lowell	25017	119971	42.638998	-71.320962
2537490	Lynn	25009	104236	42.473988	-70.960943
2537875	Malden	25017	66370	42.429395	-71.059033
2538715	Marlborough	25017	42772	42.349617	-71.547214
2539835	Medford	25017	59834	42.424191	-71.109332
2540115	Melrose	25017	29597	42.455723	-71.059019
2545000	New Bedford	25005	101834	41.661303	-70.937913
2545560	Newton	25017	90741	42.331768	-71.2084
2546330	Northampton	25015	31047	42.327044	-72.67463
2546598	North Attleborough Town	25005	31506	41.970454	-71.33493
2552490	Peabody	25009	55953	42.534499	-70.96896
2553960	Pittsfield	25003	42909	42.45184	-73.260685
2555745	Quincy	25021	103173	42.261006	-71.008988
2556000	Randolph Town	25021	34948	42.178993	-71.052654
2556585	Revere	25025	60141	42.420585	-70.990884
2559105	Salem	25009	45381	42.499248	-70.898204
2562535	Somerville	25017	84211	42.390445	-71.101033
2567000	Springfield	25013	154702	42.115454	-72.539978
2569170	Taunton	25005	62522	41.903324	-71.094987
2572600	Waltham	25017	65037	42.388827	-71.241864
2576030	Westfield	25013	40546	42.138838	-72.755911
2577890	West Springfield Town	25013	28829	42.125451	-72.649734
2578972	Weymouth Town	25021	59759	42.206676	-70.945845
2581035	Woburn	25017	43962	42.488703	-71.154383
2582000	Worcester	25027	213862	42.269478	-71.807783
2601380	Allen Park	26163	27445	42.259473	-83.21039
2603000	Ann Arbor	26161	122233	42.276061	-83.731165
2604105	Auburn Hills	26125	25925	42.67472	-83.243606
2605920	Battle Creek	26025	52021	42.299176	-85.229267
2606020	Bay City	26017	31868	43.590062	-83.888421
2612060	Burton	26049	29313	43.000745	-83.618151
2621000	Dearborn	26163	105611	42.313057	-83.211488
2621020	Dearborn Heights	26163	60664	42.335671	-83.288832
2622000	Detroit	26163	649095	42.383037	-83.102237
2624120	East Lansing	26065	49355	42.748913	-84.482442
2624290	Eastpointe	26099	33814	42.46608	-82.946341
2627440	Farmington Hills	26125	83291	42.485648	-83.375961
2629000	Flint	26049	79306	43.02442	-83.691971
2631420	Garden City	26163	26280	42.324383	-83.341192
2634000	Grand Rapids	26081	201183	42.961156	-85.65557
2638640	Holland	26139	35372	42.767561	-86.098585
2641420	Jackson	26075	31022	42.243441	-84.404858
2642160	Kalamazoo	26077	72683	42.275163	-85.588501
2642820	Kentwood	26081	54776	42.88482	-85.59254
2646000	Lansing	26065	113884	42.714341	-84.560889
2647800	Lincoln Park	26163	38529	42.243291	-83.181258
2649000	Livonia	26163	92603	42.397183	-83.372319
2650560	Madison Heights	26125	28297	42.507264	-83.103351
2653780	Midland	26111	42806	43.624796	-84.231984
2656320	Muskegon	26121	37224	43.22654	-86.257247
2659140	Norton Shores	26121	25088	43.168868	-86.234412
2659440	Novi	26125	67319	42.478494	-83.486825
2659920	Oak Park	26125	29072	42.464943	-83.18241
2665440	Pontiac	26125	62077	42.649228	-83.287363
2665560	Portage	26077	49862	42.197049	-85.59139
2665820	Port Huron	26147	28273	42.993766	-82.433743
2669035	Rochester Hills	26125	77539	42.663484	-83.159196
2669800	Roseville	26099	46863	42.507586	-82.936582
2670040	Royal Oak	26125	57583	42.507816	-83.15389
2670520	Saginaw	26145	42863	43.417678	-83.954716
2670760	St. Clair Shores	26099	57872	42.493043	-82.890901
2674900	Southfield	26125	76111	42.47464	-83.259509
2674960	Southgate	26163	28931	42.204707	-83.205685
2676460	Sterling Heights	26099	133931	42.581206	-83.030316
2679000	Taylor	26163	61279	42.225283	-83.267691
2680700	Troy	26125	88733	42.583882	-83.145533
2682960	Walker	26081	25881	42.996498	-85.756276
2684000	Warren	26099	137138	42.492904	-83.025001
2686000	Westland	26163	82333	42.319173	-83.380778
2688940	Wyoming	26081	78588	42.890317	-85.706733
2701900	Apple Valley	27037	55248	44.745301	-93.199413
2702908	Austin	27099	26689	43.672098	-92.977863
2706382	Blaine	27003	76603	45.170515	-93.206089
2706616	Bloomington	27053	89034	44.829666	-93.315217
2707948	Brooklyn Center	27053	31846	45.06797	-93.317829
2707966	Brooklyn Park	27053	83543	45.110906	-93.349088
2708794	Burnsville	27037	65244	44.764409	-93.279372
2710918	Chanhassen	27019	25748	44.848632	-93.566794
2710972	Chaska	27019	30513	44.816715	-93.610196
2713114	Coon Rapids	27003	64193	45.176411	-93.311454
2713456	Cottage Grove	27163	43604	44.813326	-92.914317
2717000	Duluth	27137	88330	46.774458	-92.134135
2717288	Eagan	27037	67109	44.815217	-93.162816
2718116	Eden Prairie	27053	63075	44.849595	-93.458721
2718188	Edina	27053	54356	44.891123	-93.359752
2718674	Elk River	27141	27896	45.332212	-93.566528
2720546	Faribault	27131	25040	44.301116	-93.276793
2720618	Farmington	27037	25425	44.659163	-93.168705
2722814	Fridley	27003	30829	45.084246	-93.26005
2731076	Inver Grove Heights	27037	36873	44.829015	-93.060072
2735180	Lakeville	27037	79270	44.675795	-93.250906
2739878	Mankato	27013	46529	44.171124	-93.975605
2740166	Maple Grove	27053	73893	45.117592	-93.459817
2740382	Maplewood	27123	40717	45.019015	-93.03106
2743000	Minneapolis	27053	430324	44.963324	-93.26832
2743252	Minnetonka	27053	53969	44.932251	-93.458241
2743864	Moorhead	27027	46533	46.864704	-96.744552
2747680	Oakdale	27163	30588	44.987546	-92.963553
2749300	Owatonna	27147	26633	44.092422	-93.233615
2751730	Plymouth	27053	78942	45.022312	-93.462883
2752594	Prior Lake	27139	28140	44.725594	-93.440877
2753026	Ramsey	27003	29624	45.260019	-93.452233
2754214	Richfield	27053	36593	44.874354	-93.282445
2754880	Rochester	27109	124292	44.014299	-92.478592
2755726	Rosemount	27037	31881	44.745814	-93.068864
2755852	Roseville	27123	35663	45.015625	-93.153807
2756896	St. Cloud	27145	72647	45.52669	-94.171008
2757220	St. Louis Park	27053	50027	44.948681	-93.365035
2758000	St. Paul	27123	306684	44.948913	-93.10403
2758738	Savage	27139	32970	44.759057	-93.364213
2759350	Shakopee	27139	49366	44.771906	-93.475699
2759998	Shoreview	27123	26906	45.082989	-93.140492
2771032	Winona	27169	26530	44.051271	-91.668076
2771428	Woodbury	27163	81558	44.906283	-92.923703
2806220	Biloxi	28047	48516	30.426663	-88.935762
2808300	Brandon	28121	26122	32.278093	-89.990686
2814420	Clinton	28049	26640	32.354443	-90.341893
2829180	Greenville	28151	26530	33.38329	-91.052088
2829700	Gulfport	28047	76506	30.419487	-89.069022
2831020	Hattiesburg	28035	48802	31.307305	-89.317434
2833700	Horn Lake	28033	26741	34.952081	-90.049209
2836000	Jackson	28049	141196	32.315834	-90.21285
2844520	Madison	28089	28575	32.473884	-90.130865
2846640	Meridian	28075	33370	32.38417	-88.689448
2854040	Olive Branch	28033	47563	34.95578	-89.841185
2854840	Oxford	28071	26773	34.351262	-89.536981
2855760	Pearl	28121	28864	32.271347	-90.093698
2869280	Southaven	28033	57819	34.951873	-89.976787
2870240	Starkville	28105	25754	33.463261	-88.827796
2874840	Tupelo	28081	38087	34.270604	-88.732455
2903160	Ballwin	29189	30901	38.594725	-90.54996
2904384	Belton	29037	26193	38.81873	-94.529639
2906652	Blue Springs	29095	61632	39.012001	-94.267612
2911242	Cape Girardeau	29031	40977	37.309389	-89.558359
2913600	Chesterfield	29189	49309	38.65887	-90.57944
2915670	Columbia	29019	130851	38.94729	-92.326387
2924778	Florissant	29189	51124	38.799725	-90.327076
2928324	Grandview	29095	26653	38.881359	-94.522744
2935000	Independence	29095	121675	39.085469	-94.352082
2937000	Jefferson City	29051	42489	38.567461	-92.175254
2937592	Joplin	29097	53930	37.075218	-94.501259
2938000	Kansas City	29095	521220	39.125155	-94.550313
2939044	Kirkwood	29189	29331	38.579356	-90.420881
2941348	Lee's Summit	29095	107514	38.921601	-94.384763
2942032	Liberty	29047	31319	39.24127	-94.419445
2946586	Maryland Heights	29189	27559	38.716767	-90.471857
2952616	Nixa	29043	26597	37.045093	-93.295914
2954074	O'Fallon	29183	96101	38.778825	-90.72178
2960752	Raymore	29037	26633	38.803303	-94.45832
2964082	St. Charles	29183	72561	38.795702	-90.515364
2964550	St. Joseph	29021	71001	39.75946	-94.821143
2965000	St. Louis	29510	278144	38.635699	-90.244582
2965126	St. Peters	29183	61479	38.781323	-90.60497
2970000	Springfield	29077	169847	37.195337	-93.292363
2975220	University City	29189	34657	38.665731	-90.331551
2978442	Wentzville	29183	49495	38.816374	-90.867024
2979820	Wildwood	29189	34955	38.576902	-90.667633
3006550	Billings	30111	121239	45.788538	-108.552475
3008950	Bozeman	30031	58814	45.683919	-111.057553
3011397	Butte	30093	35469	45.896232	-112.660071
3032800	Great Falls	30013	60208	47.502518	-111.29997
3035600	Helena	30049	35138	46.595465	-112.018746
3040075	Kalispell	30029	31851	48.216152	-114.327645
3050200	Missoula	30063	78903	46.874359	-114.026136
3103950	Bellevue	31153	64863	41.144659	-95.938505
3110110	Columbus	31141	25248	41.437087	-97.358615
3117670	Fremont	31053	28350	41.439842	-96.487
3119595	Grand Island	31079	53943	40.921352	-98.358559
3121415	Hastings	31001	25121	40.596264	-98.39032
3125055	Kearney	31019	34782	40.701745	-99.082312
3128000	Lincoln	31109	301522	40.810284	-96.674856
3134615	Norfolk	31119	26677	42.028216	-97.427807
3137000	Omaha	31055	488797	41.264013	-96.056496
3138295	Papillion	31153	25127	41.143361	-96.078393
3209700	Carson City	32510	58571	39.15306	-119.747368
3224900	Fernley	32019	26214	39.564761	-119.189435
3231900	Henderson	32003	353289	36.0056	-115.022812
3240000	Las Vegas	32003	679817	36.233499	-115.264037
3251800	North Las Vegas	32003	296653	36.289865	-115.089181
3260600	Reno	32031	283621	39.549097	-119.849907
3268400	Sparks	32031	111902	39.574341	-119.715154
3314200	Concord	33013	44597	43.232493	-71.561252
3318820	Dover	33017	34623	43.18636	-70.883623
3345140	Manchester	33011	116818	42.984941	-71.444131
3350260	Nashua	33011	92435	42.749074	-71.490544
3365140	Rochester	33017	33716	43.295947	-70.977218
3402080	Atlantic City	34001	38787	39.377337	-74.45107
3403580	Bayonne	34017	74744	40.662218	-74.110544
3405170	Bergenfield	34003	28754	40.922334	-73.998001
3407600	Bridgeton	34011	28307	39.429192	-75.228595
3410000	Camden	34007	71430	39.936818	-75.106986
3410750	Carteret	34023	25781	40.58379	-74.227457
3413570	Cliffside Park	34003	26539	40.82205	-73.987932
3413690	Clifton	34031	91127	40.862137	-74.160393
3419390	East Orange	34013	72159	40.765055	-74.211655
3421000	Elizabeth	34039	141675	40.666367	-74.193503
3421480	Englewood	34003	30035	40.891197	-73.972515
3422470	Fair Lawn	34003	37128	40.93583	-74.117505
3424420	Fort Lee	34003	40345	40.85064	-73.971007
3425770	Garfield	34003	33353	40.879797	-74.10825
3428680	Hackensack	34003	46380	40.889398	-74.045698
3432250	Hoboken	34017	59027	40.745251	-74.027926
3436000	Jersey City	34017	302013	40.711417	-74.06476
3436510	Kearny	34017	40862	40.752332	-74.123093
3440350	Linden	34039	45752	40.627337	-74.23631
3441100	Lodi	34003	26187	40.877915	-74.0825
3441310	Long Branch	34025	33321	40.295372	-73.989899
3446680	Millville	34011	28098	39.390093	-75.054797
3451000	Newark	34013	323808	40.72422	-74.172574
3451210	New Brunswick	34023	57133	40.486677	-74.444414
3455950	Paramus	34003	26723	40.947299	-74.070169
3456550	Passaic	34031	71337	40.857552	-74.129089
3457000	Paterson	34031	161793	40.914766	-74.162829
3458200	Perth Amboy	34023	56739	40.52016	-74.271331
3459190	Plainfield	34039	57141	40.615444	-74.415775
3460900	Princeton	34021	31469	40.358244	-74.666728
3461530	Rahway	34039	31010	40.607152	-74.280531
3463000	Ridgewood	34003	26527	40.98186	-74.113456
3465790	Sayreville	34023	46787	40.466549	-74.324897
3474000	Trenton	34021	91506	40.223841	-74.763624
3474630	Union City	34017	66656	40.767425	-74.032279
3476070	Vineland	34011	62703	39.465007	-74.997115
3479040	Westfield	34039	32595	40.651644	-74.343447
3479610	West New York	34017	53192	40.786032	-74.009507
3501780	Alamogordo	35035	31906	32.883619	-105.963607
3502000	Albuquerque	35001	556588	35.10478	-106.646809
3512150	Carlsbad	35015	32524	32.400528	-104.238257
3516420	Clovis	35009	37127	34.438569	-103.194194
3525800	Farmington	35045	46055	36.753833	-108.18053
3532520	Hobbs	35025	40863	32.730479	-103.161383
3539380	Las Cruces	35013	116978	32.326444	-106.789695
3563460	Rio Rancho	35043	114419	35.28507	-106.698867
3564930	Roswell	35005	46878	33.373442	-104.529393
3570500	Santa Fe	35049	89837	35.661981	-105.981815
3601000	Albany	36001	101698	42.665745	-73.798353
3603078	Auburn	36011	25947	42.9338	-76.567181
3606607	Binghamton	36007	46418	42.101331	-75.909369
3611000	Buffalo	36029	274613	42.892492	-78.859686
3624229	Elmira	36015	26089	42.093388	-76.80961
3627485	Freeport	36059	44174	40.650851	-73.584575
3629113	Glen Cove	36059	28190	40.88454	-73.644951
3632402	Harrison	36119	32273	41.023538	-73.719283
3633139	Hempstead	36059	59819	40.704374	-73.619445
3638077	Ithaca	36109	33632	42.443937	-76.503055
3638264	Jamestown	36013	27663	42.097603	-79.236135
3642554	Lindenhurst	36103	27258	40.685751	-73.371594
3643335	Long Beach	36059	34918	40.585835	-73.665403
3647042	Middletown	36071	30098	41.444922	-74.423573
3649121	Mount Vernon	36119	72304	40.913105	-73.829317
3650034	Newburgh	36071	28059	41.503249	-74.01964
3650617	New Rochelle	36119	85864	40.923243	-73.779344
3651000	New York	36047	8584629	40.662712	-73.938677
3651055	Niagara Falls	36063	47255	43.092841	-79.014743
3653682	North Tonawanda	36063	29806	43.049157	-78.871224
3655530	Ossining	36119	27579	41.15349	-73.870587
3656979	Peekskill	36119	25891	41.287396	-73.923597
3659641	Poughkeepsie	36027	32499	41.694595	-73.919869
3663000	Rochester	36055	206108	43.169927	-77.616891
3663264	Rockville Centre	36059	25770	40.664024	-73.638048
3663418	Rome	36065	31682	43.226002	-75.489523
3665255	Saratoga Springs	36091	28768	43.067704	-73.778142
3665508	Schenectady	36093	69471	42.802691	-73.92696
3673000	Syracuse	36067	144896	43.04126	-76.143212
3675484	Troy	36083	50912	42.735812	-73.675321
3676540	Utica	36065	62978	43.096382	-75.225983
3676705	Valley Stream	36059	40379	40.664747	-73.704902
3681677	White Plains	36119	62871	41.0238	-73.751048
3684000	Yonkers	36119	212603	40.945862	-73.867446
3701520	Apex	37183	80419	35.725577	-78.879919
3702080	Asheboro	37151	27990	35.702596	-79.80412
3702140	Asheville	37021	93523	35.570972	-82.552725
3709060	Burlington	37001	61496	36.076128	-79.4683
3710740	Cary	37183	183582	35.782182	-78.824286
3711800	Chapel Hill	37135	63565	35.928261	-79.040102
3712000	Charlotte	37119	964784	35.209045	-80.83099
3712860	Clayton	37101	32633	35.658139	-78.446007
3714100	Concord	37025	114598	35.392093	-80.635453
3714700	Cornelius	37119	35094	35.47158	-80.882714
3719000	Durham	37063	305561	35.977928	-78.898109
3722920	Fayetteville	37051	209120	35.081647	-78.973159
3725300	Fuquay-Varina	37183	48536	35.608736	-78.769788
3725480	Garner	37183	41562	35.689477	-78.614599
3725580	Gastonia	37071	87067	35.250939	-81.184295
3726880	Goldsboro	37191	35012	35.378226	-77.971869
3728000	Greensboro	37081	308667	36.09485	-79.823624
3728080	Greenville	37147	96443	35.59249	-77.372739
3731060	Hickory	37035	45975	35.738761	-81.31961
3731400	High Point	37081	120571	35.990803	-79.992713
3732260	Holly Springs	37183	50288	35.651994	-78.843196
3733120	Huntersville	37119	68535	35.40681	-80.86868
3734200	Jacksonville	37133	72732	34.729759	-77.394
3735200	Kannapolis	37025	61708	35.479868	-80.647422
3735600	Kernersville	37067	29128	36.106171	-80.081895
3737680	Leland	37019	35731	34.214676	-78.04337
3741960	Matthews	37119	32769	35.119865	-80.709414
3743480	Mint Hill	37119	29476	35.17728	-80.653041
3743920	Monroe	37179	42644	35.003326	-80.558862
3744220	Mooresville	37097	55842	35.583591	-80.828328
3744520	Morrisville	37183	32466	35.836356	-78.839001
3746340	New Bern	37049	34724	35.092713	-77.071774
3755000	Raleigh	37183	506306	35.831456	-78.639558
3757500	Rocky Mount	37127	55120	35.968514	-77.808294
3758860	Salisbury	37159	36879	35.665136	-80.491886
3759280	Sanford	37105	34138	35.493776	-79.176464
3764740	Statesville	37097	32181	35.783369	-80.871654
3767420	Thomasville	37057	27733	35.881308	-80.081549
3770540	Wake Forest	37183	58147	35.963685	-78.51174
3774440	Wilmington	37129	126809	34.209225	-77.885767
3774540	Wilson	37195	49572	35.731503	-77.930722
3775000	Winston-Salem	37067	257271	36.102863	-80.260829
3807200	Bismarck	38015	77963	46.815857	-100.768569
3819620	Dickinson	38089	25870	46.892685	-102.797343
3825700	Fargo	38017	136275	46.86469	-96.829073
3832060	Grand Forks	38035	60365	47.919595	-97.087328
3849900	Mandan	38059	25061	46.829484	-100.88706
3853380	Minot	38101	47308	48.236141	-101.277578
3884780	West Fargo	38017	41175	46.858932	-96.905563
3886220	Williston	38105	29522	48.189496	-103.649117
3901000	Akron	39153	189691	41.080456	-81.521429
3902736	Athens	39009	25313	39.326286	-82.100187
3903352	Avon	39093	25611	41.4451	-82.005109
3903464	Avon Lake	39093	26486	41.494504	-82.016075
3904720	Beavercreek	39057	48134	39.738361	-84.065783
3907972	Bowling Green	39173	31182	41.379088	-83.647921
3909680	Brunswick	39103	35114	41.245796	-81.816576
3912000	Canton	39151	69001	40.80765	-81.367228
3913190	Centerville	39113	25194	39.636097	-84.147884
3915000	Cincinnati	39061	314367	39.140183	-84.505829
3916000	Cleveland	39035	363608	41.478462	-81.679435
3916014	Cleveland Heights	39035	43750	41.511075	-81.561766
3918000	Columbus	39049	938396	39.987367	-82.98518
3919778	Cuyahoga Falls	39153	50975	41.182881	-81.553008
3921000	Dayton	39113	136688	39.784743	-84.199632
3921434	Delaware	39041	46636	40.286476	-83.074864
3922694	Dublin	39049	49094	40.113304	-83.145774
3925256	Elyria	39093	53634	41.379243	-82.09962
3925704	Euclid	39035	47962	41.592138	-81.519692
3925914	Fairborn	39057	35754	39.799578	-84.008482
3925970	Fairfield	39017	44682	39.33142	-84.542716
3927048	Findlay	39063	40370	41.047364	-83.638093
3929106	Gahanna	39049	35986	40.036054	-82.879464
3929428	Garfield Heights	39035	28790	41.418631	-81.605081
3931860	Green	39153	27553	40.953816	-81.472042
3932592	Grove City	39049	45180	39.866346	-83.066971
